IdTransmitter,IdReceiver,SNR,PowerReception,PositionTransmission0,PositionTransmission1,PositionTransmission2,PositionReception0,PositionReception1,PositionReception2,Link,DatasetID
17,14,18.40759449796831,-81.59240550203168,85.46152169715037,399.49471267501383,2.056116843784249,-644.864249513631,-164.8740955525053,1.5,0,2
17,14,18.72632349644173,-81.27367650355828,84.27646470534043,399.9661827853999,2.056116843784249,-74.57912319201006,420.59611042409557,1.5,0,2
3,9,11.2137389486949,-88.7862610513051,186.040698921515,247.69224776547338,1.9026720654785774,709.4424222141993,18.754300394114637,1.5,0,2
14,0,18.03857581920454,-81.96142418079546,592.1291882333127,681.1551418590697,2.071051765391199,637.6368936755418,1446.592078667371,1.5,1,2
18,7,5.589867846580044,-94.41013215341995,476.5518968566043,392.62830811682136,1.822454725263321,362.2626670044398,1143.993814032116,1.5,1,2
18,16,15.793593558123154,-84.20640644187685,475.2204301601656,392.5114978675777,1.822454725263321,941.1718034218204,139.1587990300833,1.5,1,2
9,9,19.31557057974788,-80.68442942025212,198.40008994935232,687.7999839027234,2.7425458152347892,755.2386738834621,979.2327679140774,1.5,1,2
4,15,9.549890533852732,-90.45010946614727,509.4706001293553,638.5285890383612,2.9170325500052114,-77.4167392690037,155.73476766574527,1.5,1,2
18,0,11.413962656223784,-88.58603734377621,476.26339048316345,392.45555351657487,1.822454725263321,125.83152615419618,-373.83520472186564,1.5,0,2
10,0,10.488275495390486,-89.51172450460952,618.3713325446996,576.5048464872054,2.654961919514012,-145.36042143902046,549.9012024753027,1.5,1,2
6,15,6.763948881635605,-93.2360511183644,226.9108829510889,327.00788173396694,2.365487679254082,103.17233936886997,-11.553357125326272,1.5,1,2
4,7,13.696433028502252,-86.30356697149774,508.08088071051617,638.8185025500776,2.9170325500052114,973.0841703254989,1520.4650972433456,1.5,1,2
11,10,29.474144161298486,-70.52585583870152,591.7702055493777,95.62475060512273,1.7202354309780077,856.3421259824981,-256.14288654389463,1.5,1,2
18,1,13.847010161590251,-86.15298983840975,476.2419686768106,393.07992576723524,1.822454725263321,498.05039690310093,419.45045235574,1.5,1,2
14,14,16.51341554592439,-83.48658445407561,592.2571241167144,680.0453877293434,2.071051765391199,292.63405183529744,895.4060429312285,1.5,1,2
11,16,21.327181273909385,-78.67281872609061,591.1247650501931,93.97504983556246,1.7202354309780077,712.6512575169133,156.14385863607515,1.5,1,2
3,7,21.21244377922768,-78.78755622077232,185.65725651042683,247.22490451226318,1.9026720654785774,60.64824422739291,210.72657294787032,1.5,1,2
11,16,28.747374500465604,-71.25262549953439,592.2746813923571,94.82147653714149,1.7202354309780077,452.77900031652325,-157.96304471567834,1.5,0,2
17,2,26.43910350997813,-73.56089649002188,84.68923109801395,401.14489686731355,2.056116843784249,143.293847459475,378.460472006474,1.5,0,2
16,2,24.848767177628808,-75.15123282237118,492.3045701653842,452.1876236510503,2.4874736299048914,445.9983845200427,-237.8875435022117,1.5,0,2
18,11,28.790680644457765,-71.20931935554223,475.34800102704156,392.45021439723956,1.822454725263321,394.8598304069579,371.18875587100894,1.5,0,2
15,11,10.76913463707929,-89.23086536292071,286.11302381379596,268.78557477954695,1.4608439436286744,478.71690204169136,181.99201259949433,1.5,1,2
10,13,20.426354865544816,-79.57364513445518,618.6448083759758,574.9967966114662,2.654961919514012,517.6085616816102,588.7701059676559,1.5,1,2
1,14,27.179919168053907,-72.82008083194609,604.066214197966,631.4730097492559,1.4112589510645626,536.8281094266288,604.2605799101102,1.5,0,2
15,14,20.603453956952546,-79.39654604304745,286.4557875271151,268.3597080184343,1.4608439436286744,60.01990250190789,112.17847560817117,1.5,1,2
0,18,29.435511865171737,-70.56448813482827,158.6523337896786,157.31208117422216,1.9122107990344253,-327.7931795665022,466.10672096742684,1.5,1,2
16,7,7.508817847659476,-92.49118215234053,492.7372300247247,452.2079773323175,2.4874736299048914,1002.0394307143761,-367.4937748760188,1.5,1,2
17,9,15.983262569830009,-84.01673743017,85.58710368468375,400.8074203189266,2.056116843784249,432.91704587286574,1205.880124388275,1.5,1,2
12,15,29.434072697715905,-70.5659273022841,152.37001609103106,549.620301048594,2.200247879878993,-673.2408979884152,253.30649237267727,1.5,1,2
4,11,14.489200714248144,-85.51079928575186,508.9838016549891,638.5473019974844,2.9170325500052114,476.99192075206736,457.0387457653858,1.5,1,2
5,8,23.48890937748261,-76.51109062251739,649.1601848052035,84.90616333989037,1.5216168543855526,873.3504976141603,-69.57098189379546,1.5,1,2
0,9,5.76007252696623,-94.23992747303377,159.02817667747706,156.9084891926546,1.9122107990344253,222.87340768199923,99.84556061043469,1.5,1,2
9,5,22.370927865757828,-77.62907213424216,198.45810653056233,688.4922888414369,2.7425458152347892,-581.0486289997414,645.6411416673765,1.5,1,2
4,2,28.36566831318946,-71.63433168681054,509.8775336454954,638.3654851728219,2.9170325500052114,460.66654352348297,576.4142278306092,1.5,0,2
0,4,14.567657129750067,-85.43234287024993,158.40207283949215,156.61909423826228,1.9122107990344253,-283.32432946313793,502.65842626640796,1.5,0,2
10,7,5.532495948173237,-94.46750405182677,618.0351024945207,575.9898393799733,2.654961919514012,367.72642880726005,626.7155903029687,1.5,1,2
6,3,5.697745109887096,-94.3022548901129,227.59006068955162,327.06140955264976,2.365487679254082,436.3120639863671,187.62778138386673,1.5,1,2
17,17,27.300582642777226,-72.69941735722277,84.86885251012058,400.15536160047986,2.056116843784249,983.244894219225,-17.744638141033192,1.5,1,2
9,10,23.062902677406544,-76.93709732259346,197.572673824723,688.2309508170509,2.7425458152347892,798.6764114161767,224.46681774416243,1.5,1,2
14,12,7.667159605664496,-92.3328403943355,592.6268293759001,681.0573862676202,2.071051765391199,1133.7372167193967,1321.6814058138607,1.5,1,2
3,5,6.364756926279914,-93.63524307372009,185.9044378114455,246.6033165405325,1.9026720654785774,524.8693207121798,-219.4242472749752,1.5,1,2
15,3,25.120634090386982,-74.87936590961301,285.96701975675313,269.9567816386491,1.4608439436286744,1112.7624570293783,-8.114837646040257,1.5,1,2
14,18,25.246515820133972,-74.75348417986604,592.3783303032551,679.9321947005226,2.071051765391199,174.753498764523,1176.7588787580098,1.5,1,2
14,1,8.013045994801224,-91.98695400519878,591.5442896553571,681.3826654931447,2.071051765391199,-348.67781355230056,570.7212606684176,1.5,1,2
11,2,12.53801009721592,-87.46198990278408,591.7478891654578,95.34601000885384,1.7202354309780077,644.2001354441969,-188.3713722612723,1.5,1,2
7,7,24.50065161434724,-75.49934838565275,279.83042300790925,308.2874276063971,2.881434159278217,-274.51790538286724,80.38843087244575,1.5,1,2
7,3,18.13530177385016,-81.86469822614984,278.676786185347,308.18637673403646,2.881434159278217,971.3258257102732,279.81052927222294,1.5,1,2
17,15,28.914621518132485,-71.08537848186751,84.73497655507575,400.88862440311385,2.056116843784249,-298.9249280798365,510.4897528485553,1.5,1,2
5,8,17.026566133650125,-82.97343386634988,648.5342404297453,84.91211555774152,1.5216168543855526,450.66268278700124,-773.488062075259,1.5,1,2
4,2,21.923948439137813,-78.07605156086218,510.72773887736025,638.1188101732351,2.9170325500052114,769.8659497376669,-307.00416880132786,1.5,1,2
1,16,17.744584143539605,-82.25541585646039,603.5137304737036,632.3141781846067,1.4112589510645626,105.02460470091273,650.8007312631815,1.5,0,2
11,14,28.574137392126143,-71.42586260787385,591.4985641116679,94.14926371425737,1.7202354309780077,838.548220889898,-216.2771056960213,1.5,1,2
3,14,14.96647730169022,-85.03352269830978,185.85751558094955,246.724234610951,1.9026720654785774,-271.43453002171447,110.2635120687197,1.5,0,2
12,0,10.744911379465002,-89.25508862053499,152.30362181385553,549.977015447919,2.200247879878993,-573.6377994464414,1000.1799861521113,1.5,0,2
16,4,13.16584650702483,-86.83415349297518,492.72008827864767,450.51367531298985,2.4874736299048914,998.4038414176066,857.3340019431553,1.5,0,2
15,15,26.31938010413073,-73.68061989586927,286.4365430757225,269.10761602340426,1.4608439436286744,243.84566373221867,302.829781778595,1.5,1,2
8,18,17.448464087803334,-82.55153591219667,425.42579629627085,248.904482697016,2.326916646032185,370.3360164318576,-295.0612540542569,1.5,0,2
0,11,13.856307587555976,-86.14369241244403,159.6054140985882,157.26235405783976,1.9122107990344253,183.48194454991852,144.3863292357857,1.5,0,2
14,7,18.606500545237072,-81.39349945476293,592.232459462128,681.0781574425853,2.071051765391199,583.9941337451371,1461.784708902851,1.5,1,2
11,4,8.330742681921059,-91.66925731807893,591.645998566654,94.86207543446423,1.7202354309780077,385.9127540864447,359.2828840069594,1.5,1,2
4,7,5.133982615639902,-94.86601738436009,509.1253621097817,638.7438070128663,2.9170325500052114,779.9720120158636,1031.7391777211471,1.5,1,2
17,8,12.014617092337268,-87.98538290766274,85.49852837497757,400.61048687587333,2.056116843784249,-205.8711648967311,-345.18459190279873,1.5,1,2
1,6,20.12514299458856,-79.87485700541144,602.8764478786322,631.0581254877819,1.4112589510645626,657.1183720302463,617.199598489847,1.5,1,2
3,8,22.79201924153468,-77.20798075846533,186.9167020149376,246.7802899345125,1.9026720654785774,81.26642700220494,117.50397549954118,1.5,1,2
14,3,25.665274158799164,-74.33472584120084,593.0888704531361,681.2691395549929,2.071051765391199,293.56977466849503,410.1810063657714,1.5,1,2
5,9,28.16658898486174,-71.83341101513827,647.7958152265985,85.46843687241196,1.5216168543855526,423.46451901091996,7.1004360729630065,1.5,1,2
11,0,15.302808674119202,-84.6971913258808,591.6413795721076,94.84925842660964,1.7202354309780077,884.3087430072105,276.6224864269115,1.5,0,2
17,7,23.512919988936368,-76.48708001106363,85.51676263629552,400.8287249818664,2.056116843784249,-42.676758271546746,-589.0983771360702,1.5,1,2
3,6,6.866823254951564,-93.13317674504843,185.60863650762687,247.05716214534712,1.9026720654785774,-477.26176035312074,-247.71246870238016,1.5,1,2
0,5,6.438249969302002,-93.561750030698,159.74919511595994,156.94955938508792,1.9122107990344253,-307.5369501794089,-594.7018310300654,1.5,1,2
14,17,8.119949799653915,-91.88005020034609,592.9267620661901,680.9047845366905,2.071051765391199,1347.3907867662163,124.09648460033259,1.5,1,2
17,7,16.214227445769062,-83.78577255423093,85.10740374370447,399.4915519085254,2.056116843784249,158.7018170211659,59.846817681835205,1.5,1,2
13,10,10.282035962468749,-89.71796403753125,375.1714202136792,419.56246264920145,1.3125226796227112,433.87213248074545,121.17546545909318,1.5,1,2
2,7,12.173123548445396,-87.8268764515546,93.75934229274053,299.2317946169135,2.5114198449847853,310.620519886753,192.45777647120667,1.5,0,2
14,15,21.197004337807567,-78.80299566219243,593.0582307628734,680.2171819425517,2.071051765391199,1423.2111581764048,627.6477414829887,1.5,0,2
4,5,13.96305447007115,-86.03694552992886,509.7480545532535,639.2443349561179,2.9170325500052114,-85.88550609350318,305.51257703903815,1.5,1,2
2,18,18.934288942950552,-81.06571105704944,94.42083479282897,297.7059671140045,2.5114198449847853,283.36729557740944,451.7925633330384,1.5,0,2
6,4,15.310093918414806,-84.68990608158519,227.00167959759077,327.8026360764482,2.365487679254082,-143.65596204915644,425.1343537201393,1.5,1,2
5,11,9.224231387995488,-90.77576861200451,647.4348178020663,85.12078267354528,1.5216168543855526,767.192041452943,-412.31107342757355,1.5,1,2
0,10,6.850499756397353,-93.14950024360265,158.7612449475508,156.70235046307516,1.9122107990344253,683.5550481039267,249.05933281892345,1.5,1,2
18,1,10.905787382747196,-89.09421261725281,476.62995203956376,392.7023180230677,1.822454725263321,1310.2303212496352,704.0324533496416,1.5,0,2
6,16,6.442511737276108,-93.5574882627239,226.86932133834176,327.9175248132051,2.365487679254082,579.7054904006907,486.31670475863723,1.5,1,2
3,5,20.46529899724517,-79.53470100275483,185.8036146856617,246.1849197827444,1.9026720654785774,77.69491518749531,-656.8053471665085,1.5,1,2
11,5,24.892940036652508,-75.1070599633475,591.5682645993559,95.24669722950163,1.7202354309780077,144.62638746924915,91.97049047947193,1.5,0,2
17,12,13.49351920593502,-86.50648079406498,85.11347019718215,400.3235555624998,2.056116843784249,-423.7574633480897,949.7914667764112,1.5,1,2
8,18,14.677776383808956,-85.32222361619104,426.47826865920234,249.86798839877292,2.326916646032185,1159.8567874665482,823.3025172261486,1.5,1,2
18,8,25.404776568982665,-74.59522343101733,475.77263756329864,393.014393198149,1.822454725263321,374.6053865463354,-509.8351739402065,1.5,1,2
3,6,10.565322809339008,-89.43467719066099,186.04738920875417,246.87216883926584,1.9026720654785774,157.39844235495207,306.75526738023405,1.5,0,2
0,9,7.979006629871855,-92.02099337012814,158.57064793154063,156.81742290223679,1.9122107990344253,138.0316111597932,369.47512031075655,1.5,1,2
8,4,17.527952933277163,-82.47204706672284,426.35507341485135,249.34997226114015,2.326916646032185,148.6762043339465,-144.7945775858125,1.5,1,2
14,11,21.15475423833093,-78.84524576166908,592.2187511073089,681.4106562714688,2.071051765391199,184.69198767071634,522.9819372591737,1.5,0,2
7,17,19.99136062616198,-80.00863937383802,279.01363031381675,308.4322555091369,2.881434159278217,-139.26921576632446,798.7357058214208,1.5,1,2
14,18,22.84682613185452,-77.15317386814547,592.1983511888058,680.3884896527148,2.071051765391199,-3.5010068445802744,-53.54778037435517,1.5,1,2
14,9,6.418779554325598,-93.5812204456744,592.2616099579774,679.8164320556679,2.071051765391199,576.1380749994246,800.0205547835715,1.5,1,2
17,14,15.705040318959322,-84.29495968104068,84.64682190647818,400.5906464415082,2.056116843784249,211.77217842042512,-38.72597186235845,1.5,1,2
6,10,10.964263098642329,-89.03573690135767,227.04036444862402,327.3144050272962,2.365487679254082,253.0189577063057,526.1110870772172,1.5,1,2
17,6,23.978031488650604,-76.0219685113494,85.42651706898532,400.2776065652639,2.056116843784249,570.5875775831504,1152.5686727168484,1.5,1,2
15,10,26.81826210150874,-73.18173789849126,285.4653516954673,269.8042773451503,1.4608439436286744,480.78205215969007,-675.1559079729689,1.5,0,2
1,15,12.033393520160372,-87.96660647983963,602.6655888839371,630.9966428188092,1.4112589510645626,476.1236690168397,163.92004782869463,1.5,0,2
3,5,7.380451976735207,-92.6195480232648,185.8527230932318,247.00794288570395,1.9026720654785774,232.2516556772185,350.00990382390034,1.5,1,2
15,10,11.33569904978492,-88.66430095021508,285.83134770329065,268.832632000756,1.4608439436286744,872.4060249685551,794.1845240455367,1.5,0,2
2,6,7.600212226472992,-92.39978777352701,94.85326283310124,298.61670931799995,2.5114198449847853,464.05769143053226,-296.3001172763478,1.5,1,2
1,6,13.060554152836344,-86.93944584716365,603.7718397071719,632.7942223848618,1.4112589510645626,663.8435061530945,276.7015044864317,1.5,1,2
2,9,18.454964458045644,-81.54503554195435,94.45559224746506,297.94713665786196,2.5114198449847853,-320.11809857741736,1083.8353325367434,1.5,1,2
4,9,29.34202385995516,-70.65797614004484,508.1487066507466,638.944317969537,2.9170325500052114,-24.15799007464625,-179.20554385362664,1.5,1,2
1,3,14.984256358783965,-85.01574364121603,602.6644189307738,632.6220142723058,1.4112589510645626,1002.345516727437,1028.1072162939722,1.5,0,2
18,4,10.500998096365528,-89.49900190363448,475.9180525280327,393.2321772449976,1.822454725263321,-93.59375291895344,367.9967024407734,1.5,0,2
1,9,9.170043509270876,-90.82995649072913,602.7187938624863,631.4317986628408,1.4112589510645626,905.1506731878924,667.1889966530711,1.5,1,2
1,6,9.3259941534669,-90.6740058465331,603.0981944355179,630.8219434200535,1.4112589510645626,145.77353073562108,1001.4644884601025,1.5,1,2
17,13,9.81494208153648,-90.18505791846351,84.63514414037932,401.1810794857119,2.056116843784249,481.5515772542432,602.9265979095463,1.5,1,2
13,1,24.056675563436176,-75.94332443656383,374.09317221334436,419.5780661792036,1.3125226796227112,68.6858452394365,467.6603636099368,1.5,0,2
14,15,6.525692785810498,-93.47430721418951,592.0421930710446,679.8426798626047,2.071051765391199,524.6073155182612,715.9927723243632,1.5,1,2
11,2,29.93506767357585,-70.06493232642416,591.218727135793,94.58607431937664,1.7202354309780077,346.762005908854,183.66441235417966,1.5,0,2
10,0,18.06715977915653,-81.93284022084347,618.8698035852285,575.0468284885666,2.654961919514012,816.4513332897694,632.8958473269284,1.5,1,2
10,10,18.60679735752064,-81.39320264247937,618.5856068852181,574.2201154423684,2.654961919514012,265.8965506908297,991.8390381996849,1.5,1,2
6,5,13.93909696749012,-86.06090303250988,226.04097594289695,327.0114807937322,2.365487679254082,250.7079985555405,-278.13931355018906,1.5,1,2
11,12,22.25638398530301,-77.74361601469698,590.580747047587,94.79893454744783,1.7202354309780077,174.36050146584358,544.131568590199,1.5,0,2
15,11,16.78640852201994,-83.21359147798006,286.0877952985801,269.3520917324807,1.4608439436286744,200.48988706311619,-115.5438034869199,1.5,1,2
